ndTE,work,cost,abdominal_mass,spring_constant,length_scale,petiole_length
0.11561700000000001,0.197721,37.479026,0.1,10.0,1.0,0.0
0.119174,0.20934899999999998,34.693818,0.1,10.0,1.0,0.0
0.121387,0.208409,36.206645,0.1,10.0,1.0,0.0
0.11556099999999998,0.20666700000000002,36.241341,0.1,10.0,1.0,0.0
0.039318,0.165664,62.119917,1.0,0.1,1.0,0.0
0.038064999999999995,0.164455,65.29734599999999,1.0,0.1,1.0,0.0
0.040820999999999996,0.171705,66.87619699999999,1.0,0.1,1.0,0.0
0.03776,0.168959,67.072168,1.0,0.1,1.0,0.0
0.037192,0.17152,72.265528,1.0,0.1,1.0,0.0
0.037616000000000004,0.167956,63.987922,1.0,0.1,1.0,0.0
0.038325,0.1653,66.715681,1.0,0.1,1.0,0.0
0.041063,0.168739,65.426907,1.0,0.1,1.0,0.0
0.037231,0.168132,69.54967099999999,1.0,0.1,1.0,0.0
0.037103,0.16658299999999998,65.699967,1.0,0.1,1.0,0.0
0.038945,0.164545,62.072213,1.0,0.1,1.0,0.0
0.034259,0.171423,74.84894200000001,1.0,0.1,1.0,0.0
0.041038,0.170276,65.729027,1.0,0.1,1.0,0.0
0.039228,0.169107,67.726608,1.0,0.1,1.0,0.0
0.038743,0.166166,62.37335,1.0,0.1,1.0,0.0
0.040167,0.176249,66.451036,1.0,0.1,1.0,0.0
0.037587999999999996,0.168829,66.855473,1.0,0.1,1.0,0.0
0.037675,0.169286,70.419562,1.0,0.1,1.0,0.0
0.036636,0.168568,67.451626,1.0,0.1,1.0,0.0
0.037322,0.166533,64.91709499999999,1.0,0.1,1.0,0.0
0.037148,0.164578,61.278038,1.0,0.1,1.0,0.0
0.039538,0.170431,68.061245,1.0,0.1,1.0,0.0
0.037645,0.17063399999999998,66.895274,1.0,0.1,1.0,0.0
0.039464,0.169217,70.603747,1.0,0.1,1.0,0.0
0.038333,0.166372,63.018772999999996,1.0,0.1,1.0,0.0
0.040643,0.167749,65.3744,1.0,0.1,1.0,0.0
0.037827,0.163974,63.67215699999999,1.0,0.1,1.0,0.0
0.037879,0.170281,69.654217,1.0,0.1,1.0,0.0
0.036811,0.163272,66.3258,1.0,0.1,1.0,0.0
0.039585,0.171296,67.739324,1.0,0.1,1.0,0.0
0.037951,0.165484,65.098421,1.0,0.1,1.0,0.0
0.038838,0.167547,68.00586700000001,1.0,0.1,1.0,0.0
0.038976,0.17372200000000002,68.905971,1.0,0.1,1.0,0.0
0.038885,0.169493,64.83223199999999,1.0,0.1,1.0,0.0
0.041453,0.171243,65.36511999999999,1.0,0.1,1.0,0.0
0.038279,0.167746,66.56336800000001,1.0,0.1,1.0,0.0
0.039644,0.16908099999999998,66.271599,1.0,0.1,1.0,0.0
0.039316000000000004,0.168184,66.579442,1.0,0.1,1.0,0.0
0.040856,0.169904,61.492968999999995,1.0,0.1,1.0,0.0
0.037698,0.169745,66.697424,1.0,0.1,1.0,0.0
0.038027,0.164338,66.837195,1.0,1.0,1.0,0.0
0.040666,0.17436400000000002,66.927362,1.0,1.0,1.0,0.0
0.039563,0.165523,65.26895400000001,1.0,1.0,1.0,0.0
0.038313,0.171517,65.93400799999999,1.0,1.0,1.0,0.0
0.036907999999999996,0.16585,62.323529,1.0,1.0,1.0,0.0
0.038508999999999995,0.164771,62.765190000000004,1.0,1.0,1.0,0.0
0.036368,0.16378099999999998,66.993213,1.0,1.0,1.0,0.0
0.037023,0.162709,70.553166,1.0,1.0,1.0,0.0
0.037978,0.167051,72.128546,1.0,1.0,1.0,0.0
0.039505,0.169491,64.323643,1.0,1.0,1.0,0.0
0.037516,0.16479100000000002,65.138368,1.0,1.0,1.0,0.0
0.038197,0.16458499999999998,65.023489,1.0,1.0,1.0,0.0
0.037627999999999995,0.16889,68.42974699999999,1.0,1.0,1.0,0.0
0.03782,0.16592300000000001,67.33010999999999,1.0,1.0,1.0,0.0
0.039429,0.168321,63.08112,1.0,1.0,1.0,0.0
0.037945,0.16738699999999998,67.31861500000001,1.0,1.0,1.0,0.0
0.038554000000000005,0.168348,69.121342,1.0,1.0,1.0,0.0
0.037982999999999996,0.168419,67.17161800000001,1.0,1.0,1.0,0.0
0.040228,0.16528199999999998,66.664546,1.0,1.0,1.0,0.0
0.038824000000000004,0.167787,69.278018,1.0,1.0,1.0,0.0
0.037699,0.16931400000000002,69.087542,1.0,1.0,1.0,0.0
0.036998,0.168018,69.739879,1.0,1.0,1.0,0.0
0.035936,0.163891,65.663332,1.0,1.0,1.0,0.0
0.03594,0.16589,70.45541,1.0,1.0,1.0,0.0
0.038326,0.164577,65.59275,1.0,1.0,1.0,0.0
0.037801999999999995,0.16679000000000002,73.131551,1.0,1.0,1.0,0.0
0.038592,0.166251,63.80429,1.0,1.0,1.0,0.0
0.036854000000000005,0.164884,64.420059,1.0,1.0,1.0,0.0
0.037247,0.167967,67.395519,1.0,1.0,1.0,0.0
0.03798,0.163877,66.21055799999999,1.0,1.0,1.0,0.0
0.037929000000000004,0.165075,62.725446999999996,1.0,1.0,1.0,0.0
0.038209,0.165037,71.152985,1.0,1.0,1.0,0.0
0.037191,0.166705,66.232917,1.0,1.0,1.0,0.0
0.038516,0.167423,66.023645,1.0,1.0,1.0,0.0
0.038171,0.165775,66.234274,1.0,1.0,1.0,0.0
0.036519,0.168047,65.506008,1.0,1.0,1.0,0.0
0.037401,0.169379,65.017768,1.0,1.0,1.0,0.0
0.037751,0.163718,66.75195699999999,1.0,1.0,1.0,0.0
0.037828,0.162396,64.284631,1.0,1.0,1.0,0.0
0.038396,0.164947,62.317999,1.0,1.0,1.0,0.0
0.040319,0.1581,64.18098,1.0,10.0,1.0,0.0
0.042612,0.167746,65.247987,1.0,10.0,1.0,0.0
