ndTE,work,cost,LSF,motion,comboName,m,K,LSF,LE
0.014718,0.258283,138.303821,LSF_1,vertical,m100k100,10,10,1,0
0.013902,0.253115,135.60885,LSF_1,vertical,m100k100,10,10,1,0
0.014176,0.250763,132.289575,LSF_1,vertical,m100k100,10,10,1,0
0.014229,0.253969,148.890788,LSF_1,vertical,m100k100,10,10,1,0
0.013992,0.245892,133.738388,LSF_1,vertical,m100k100,10,10,1,0
0.013975,0.253686,133.778365,LSF_1,vertical,m100k100,10,10,1,0
0.013573,0.252531,133.372103,LSF_1,vertical,m100k100,10,10,1,0
0.014757,0.259175,134.80287,LSF_1,vertical,m100k100,10,10,1,0
0.013826,0.25886,138.428962,LSF_1,vertical,m100k100,10,10,1,0
0.014275,0.256082,136.438131,LSF_1,vertical,m100k100,10,10,1,0
0.014368,0.254985,134.018684,LSF_1,vertical,m100k100,10,10,1,0
0.013654,0.249913,136.706674,LSF_1,vertical,m100k100,10,10,1,0
0.014909,0.254374,142.047066,LSF_1,vertical,m100k100,10,10,1,0
0.103974,0.00921,18.699098,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.101292,0.009212,19.257124,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.103949,0.009576,19.223094,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.102979,0.009312,18.690463,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.106572,0.00876,18.918121,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.100929,0.008944,18.712669,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.102668,0.008846,18.174417,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.100055,0.009163,18.963061,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.106997,0.00908,18.981247,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.095308,0.008911,18.85384,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.105079,0.008962,18.492128,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.10093,0.00925,19.197928,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.110347,0.008662,18.543924,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.103837,0.008968,18.809241,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.098486,0.008946,18.594992,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.104818,0.009447,19.133267,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.10538,0.009106,18.435867,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.110547,0.009416,19.113836,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.098592,0.00886,19.199103,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.106614,0.009133,18.769478,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.102752,0.008854,18.283973,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.09897,0.00911,19.108356,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.106733,0.00919,18.836463,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.102389,0.009423,19.385402,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.105556,0.008943,18.412004,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.107939,0.009475,19.351055,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.107905,0.009073,18.567733,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.106401,0.009394,18.9676,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.103443,0.009283,19.28539,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.107963,0.009742,19.379218,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.098533,0.008573,18.397648,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.101744,0.009187,18.993151,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.104203,0.00941,19.073912,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.105274,0.00906,18.705317,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.103336,0.008848,18.803659,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.109071,0.009206,18.595349,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.100848,0.008974,18.820799,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.102612,0.008881,18.26527,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.107323,0.009026,18.980285,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.103723,0.009266,18.73621,LSF_p5,vertical,L05_E0,1,1,0.5,0
0.064974,0.006642,16.802822,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060093,0.006609,16.577389,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060145,0.006562,16.94946,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060235,0.006461,16.290995,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.061947,0.006413,16.838272,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060517,0.006438,16.880902,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.059127,0.006357,16.130113,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.059517,0.006516,16.393454,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060286,0.006584,16.361818,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.064015,0.006645,16.309888,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.066354,0.006669,16.485154,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.061901,0.006485,16.167674,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060811,0.006831,16.435737,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.058098,0.006493,16.745278,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060212,0.006297,16.174968,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.064247,0.006322,16.100003,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.062955,0.006398,16.206876,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.0604,0.006287,16.44762,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.061741,0.006623,16.819967,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.061258,0.00675,16.218492,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.063127,0.006724,16.703056,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.059038,0.006635,16.495928,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.064697,0.006572,16.363249,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.063187,0.006784,16.87454,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060184,0.006448,16.405451,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.065308,0.006502,16.331414,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.062185,0.006258,16.266575,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060827,0.006635,16.6494,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.059721,0.006582,16.624721,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.061267,0.006378,16.457189,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.062149,0.006612,16.414372,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.05864,0.00646,16.682754,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.063715,0.006442,16.31775,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.064207,0.0066,16.596857,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.060304,0.006619,17.002468,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.064846,0.006752,16.762755,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.061637,0.006375,16.325862,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.059969,0.006587,16.503856,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.064706,0.006313,16.436851,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.058236,0.00644,16.346287,LSF_p5,vertical,L05_Ep2,1,1,0.5,0.2
0.039223,0.005069,15.407571,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.035227,0.005144,14.987755,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.036224,0.00512,15.129185,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038608,0.005311,15.253596,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.041519,0.005219,14.772341,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039888,0.005255,15.138576,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039747,0.005182,14.992329,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039153,0.005243,15.131974,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039087,0.005189,15.385725,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038835,0.005237,14.995039,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039739,0.00525,15.537187,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039125,0.00496,14.668062,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.041871,0.005364,15.096685,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.037081,0.004962,14.768435,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.036445,0.0051,14.679284,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.037655,0.005345,15.017133,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038858,0.005201,15.06924,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.041495,0.005267,15.053651,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039634,0.005088,15.035423,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039561,0.005266,16.393956,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.036952,0.005117,14.814745,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.035567,0.005087,15.062774,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.036633,0.005058,14.63744,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038952,0.005142,15.158737,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038519,0.005115,14.829445,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039292,0.005212,15.371836,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.0381,0.005094,15.00852,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.040905,0.005283,15.189021,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038051,0.005125,15.5153,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038544,0.005179,15.440425,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.03986,0.005356,15.698108,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.03914,0.00514,15.269083,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038698,0.005304,15.519541,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.04052,0.005305,15.267463,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.040741,0.005212,15.197291,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039286,0.005161,15.011966,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.03832,0.005147,14.740417,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038196,0.005125,15.094131,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.039157,0.005245,15.175852,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038457,0.005186,15.178461,LSF_p5,vertical,L05_Ep4,1,1,0.5,0.4
0.038027,0.164338,66.837195,LSF_1,vertical,L10_E0,1,1,1,0
0.040666,0.174364,66.927362,LSF_1,vertical,L10_E0,1,1,1,0
0.039563,0.165523,65.268954,LSF_1,vertical,L10_E0,1,1,1,0
0.038313,0.171517,65.934008,LSF_1,vertical,L10_E0,1,1,1,0
0.036908,0.16585,62.323529,LSF_1,vertical,L10_E0,1,1,1,0
0.038509,0.164771,62.76519,LSF_1,vertical,L10_E0,1,1,1,0
0.036368,0.163781,66.993213,LSF_1,vertical,L10_E0,1,1,1,0
0.037023,0.162709,70.553166,LSF_1,vertical,L10_E0,1,1,1,0
0.037978,0.167051,72.128546,LSF_1,vertical,L10_E0,1,1,1,0
0.039505,0.169491,64.323643,LSF_1,vertical,L10_E0,1,1,1,0
0.037516,0.164791,65.138368,LSF_1,vertical,L10_E0,1,1,1,0
0.038197,0.164585,65.023489,LSF_1,vertical,L10_E0,1,1,1,0
0.037628,0.16889,68.429747,LSF_1,vertical,L10_E0,1,1,1,0
0.03782,0.165923,67.33011,LSF_1,vertical,L10_E0,1,1,1,0
0.039429,0.168321,63.08112,LSF_1,vertical,L10_E0,1,1,1,0
0.037945,0.167387,67.318615,LSF_1,vertical,L10_E0,1,1,1,0
0.038554,0.168348,69.121342,LSF_1,vertical,L10_E0,1,1,1,0
0.037983,0.168419,67.171618,LSF_1,vertical,L10_E0,1,1,1,0
0.040228,0.165282,66.664546,LSF_1,vertical,L10_E0,1,1,1,0
0.038824,0.167787,69.278018,LSF_1,vertical,L10_E0,1,1,1,0
0.037699,0.169314,69.087542,LSF_1,vertical,L10_E0,1,1,1,0
0.036998,0.168018,69.739879,LSF_1,vertical,L10_E0,1,1,1,0
0.035936,0.163891,65.663332,LSF_1,vertical,L10_E0,1,1,1,0
0.03594,0.16589,70.45541,LSF_1,vertical,L10_E0,1,1,1,0
0.038326,0.164577,65.59275,LSF_1,vertical,L10_E0,1,1,1,0
0.037802,0.16679,73.131551,LSF_1,vertical,L10_E0,1,1,1,0
0.038592,0.166251,63.80429,LSF_1,vertical,L10_E0,1,1,1,0
0.036854,0.164884,64.420059,LSF_1,vertical,L10_E0,1,1,1,0
0.037247,0.167967,67.395519,LSF_1,vertical,L10_E0,1,1,1,0
0.03798,0.163877,66.210558,LSF_1,vertical,L10_E0,1,1,1,0
0.037929,0.165075,62.725447,LSF_1,vertical,L10_E0,1,1,1,0
0.038209,0.165037,71.152985,LSF_1,vertical,L10_E0,1,1,1,0
0.037191,0.166705,66.232917,LSF_1,vertical,L10_E0,1,1,1,0
0.038516,0.167423,66.023645,LSF_1,vertical,L10_E0,1,1,1,0
0.038171,0.165775,66.234274,LSF_1,vertical,L10_E0,1,1,1,0
0.036519,0.168047,65.506008,LSF_1,vertical,L10_E0,1,1,1,0
0.037401,0.169379,65.017768,LSF_1,vertical,L10_E0,1,1,1,0
0.037751,0.163718,66.751957,LSF_1,vertical,L10_E0,1,1,1,0
0.037828,0.162396,64.284631,LSF_1,vertical,L10_E0,1,1,1,0
0.038396,0.164947,62.317999,LSF_1,vertical,L10_E0,1,1,1,0
0.021784,0.146239,67.02999,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023136,0.154318,71.910184,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.021396,0.148979,65.181467,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.024146,0.151288,70.750439,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022905,0.149248,67.857301,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023191,0.155101,72.292757,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022758,0.149115,67.499081,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.024151,0.151959,70.195783,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.021418,0.149815,67.937672,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.02393,0.155476,71.027865,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022473,0.148905,69.26454,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023458,0.15202,66.078987,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.024619,0.151994,69.995239,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023822,0.148134,67.275634,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.024461,0.150842,64.873849,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023157,0.150767,65.719758,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022556,0.14716,71.871096,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022776,0.150142,68.818202,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023335,0.152623,76.293572,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023737,0.148649,67.557022,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022082,0.150853,74.506453,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022914,0.150817,68.622973,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023257,0.149525,69.091427,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022752,0.153006,70.798746,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.024196,0.152156,72.047079,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022892,0.152554,70.263202,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023357,0.153524,98.821181,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023555,0.1506,81.913562,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023158,0.153829,73.489185,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023011,0.154206,70.664225,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023013,0.150822,72.221572,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022844,0.149118,73.077505,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023238,0.151979,71.382981,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023173,0.150108,71.6285,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023073,0.153248,73.990962,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023944,0.152154,71.541932,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022048,0.151836,86.732418,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023197,0.152588,68.434685,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.023128,0.151825,69.881784,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.022271,0.153009,72.215892,LSF_1,vertical,L10_Ep2,1,1,1,0.2
0.015421,0.135688,68.353295,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.01524,0.138941,72.454084,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.01519,0.141542,71.456065,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014561,0.137769,71.861037,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015374,0.1433,76.42729,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015356,0.137255,70.663036,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015422,0.134832,73.057532,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015023,0.135186,71.213421,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014286,0.139437,71.402727,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015108,0.137623,69.397085,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014673,0.141218,76.520131,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015541,0.139055,70.417438,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015566,0.13974,70.996672,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.013756,0.138097,71.175564,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015925,0.141081,71.24069,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014785,0.129947,64.361509,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015485,0.140081,68.18826,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014296,0.13847,75.516649,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014594,0.142599,76.786475,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.016185,0.139243,71.325667,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014471,0.142344,72.365651,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014706,0.141206,101.356044,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015593,0.141211,74.838482,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.016171,0.143727,74.005291,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015184,0.136663,71.01863,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014234,0.140402,72.063193,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015622,0.138217,72.935046,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.01559,0.136937,75.221594,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014189,0.136282,70.23408,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015289,0.141006,73.981617,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015294,0.139251,67.610576,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015441,0.139028,71.122948,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015275,0.137918,74.45906,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014454,0.138587,71.056355,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015205,0.143562,74.362244,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014807,0.138307,77.590555,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.01489,0.136724,74.666373,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.015109,0.133336,66.949925,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.014859,0.134611,64.67815,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.01563,0.135862,68.104107,LSF_1,vertical,L10_Ep4,1,1,1,0.4
0.020482,6.557101,248.127483,LSF_2,vertical,L20_E0,1,1,2,0
0.019121,6.81419,247.852037,LSF_2,vertical,L20_E0,1,1,2,0
0.019723,6.30104,216.244963,LSF_2,vertical,L20_E0,1,1,2,0
0.020002,6.5809,244.19085,LSF_2,vertical,L20_E0,1,1,2,0
0.019379,6.254632,227.229266,LSF_2,vertical,L20_E0,1,1,2,0
0.018619,6.50026,256.236752,LSF_2,vertical,L20_E0,1,1,2,0
0.019334,6.506519,232.577999,LSF_2,vertical,L20_E0,1,1,2,0
0.019985,6.443509,254.713389,LSF_2,vertical,L20_E0,1,1,2,0
0.019539,6.472157,220.926723,LSF_2,vertical,L20_E0,1,1,2,0
0.019377,6.360972,235.918034,LSF_2,vertical,L20_E0,1,1,2,0
0.01939,6.770497,235.921793,LSF_2,vertical,L20_E0,1,1,2,0
0.019592,6.627624,250.537733,LSF_2,vertical,L20_E0,1,1,2,0
0.020358,6.576687,256.298617,LSF_2,vertical,L20_E0,1,1,2,0
0.019705,6.641744,240.376205,LSF_2,vertical,L20_E0,1,1,2,0
0.021041,6.58949,234.527724,LSF_2,vertical,L20_E0,1,1,2,0
0.01989,6.31423,245.281338,LSF_2,vertical,L20_E0,1,1,2,0
0.019013,6.579703,215.360689,LSF_2,vertical,L20_E0,1,1,2,0
0.020176,6.677046,253.30905,LSF_2,vertical,L20_E0,1,1,2,0
0.018418,6.665475,239.275395,LSF_2,vertical,L20_E0,1,1,2,0
0.019684,6.526166,232.7684,LSF_2,vertical,L20_E0,1,1,2,0
0.020083,6.750238,236.123226,LSF_2,vertical,L20_E0,1,1,2,0
0.019795,6.606449,235.393341,LSF_2,vertical,L20_E0,1,1,2,0
0.021169,6.58855,237.782171,LSF_2,vertical,L20_E0,1,1,2,0
0.020658,6.209019,225.745627,LSF_2,vertical,L20_E0,1,1,2,0
0.020764,6.581379,256.532285,LSF_2,vertical,L20_E0,1,1,2,0
0.020311,6.312342,231.914788,LSF_2,vertical,L20_E0,1,1,2,0
0.020687,6.825955,248.794703,LSF_2,vertical,L20_E0,1,1,2,0
0.019464,6.800559,246.407129,LSF_2,vertical,L20_E0,1,1,2,0
0.021021,6.827186,246.825847,LSF_2,vertical,L20_E0,1,1,2,0
0.019268,6.269265,238.376735,LSF_2,vertical,L20_E0,1,1,2,0
0.019508,6.505607,233.92773,LSF_2,vertical,L20_E0,1,1,2,0
0.019418,6.545381,266.202078,LSF_2,vertical,L20_E0,1,1,2,0
0.019783,6.879482,242.823573,LSF_2,vertical,L20_E0,1,1,2,0
0.019916,6.582707,243.267234,LSF_2,vertical,L20_E0,1,1,2,0
0.020282,6.601857,250.242685,LSF_2,vertical,L20_E0,1,1,2,0
0.020311,6.519969,226.643512,LSF_2,vertical,L20_E0,1,1,2,0
0.019849,6.606826,264.224911,LSF_2,vertical,L20_E0,1,1,2,0
0.019785,6.365911,237.810764,LSF_2,vertical,L20_E0,1,1,2,0
0.021152,6.787493,257.599057,LSF_2,vertical,L20_E0,1,1,2,0
0.020742,6.621766,247.689006,LSF_2,vertical,L20_E0,1,1,2,0
0.013383,5.246946,222.364725,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013827,4.810328,223.302961,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.014184,4.810476,227.350507,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.01291,5.070714,223.705502,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013266,4.97053,228.731022,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013608,5.002853,248.77141,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013497,5.108623,247.306771,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013477,5.030738,218.91387,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013921,5.139574,236.746281,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.01311,5.286859,226.982126,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013722,5.289077,236.085947,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.012731,5.333589,229.06275,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013961,5.100488,244.343747,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.014554,5.296732,243.223053,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013714,5.093493,224.989085,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013924,5.17434,248.905601,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013539,5.17819,220.116929,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.01359,5.321661,222.310612,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.014179,5.283211,231.816273,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013386,4.999111,223.148867,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.014387,5.101162,233.448286,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013139,4.906851,208.996999,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013704,5.019907,221.38083,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.014085,5.037183,224.210995,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013654,4.936056,214.76369,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013683,5.064974,213.41616,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013349,5.207129,230.290581,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013067,5.404784,255.336049,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.012863,5.153412,219.591305,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013787,5.171676,237.956016,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013148,5.479039,230.068656,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013061,5.081518,232.794399,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.01389,4.970442,211.664393,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.013393,5.429925,242.569639,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.014075,4.804688,204.23515,LSF_2,vertical,L20_Ep2,1,1,2,0.2
0.014265,5.279349,229.6347,LSF_2,vertical,L20_Ep2,1,1,2,0.2
