0.103974,LSF_p5,LE_0,vertical,L05_E0
0.101292,LSF_p5,LE_0,vertical,L05_E0
0.103949,LSF_p5,LE_0,vertical,L05_E0
0.102979,LSF_p5,LE_0,vertical,L05_E0
0.106572,LSF_p5,LE_0,vertical,L05_E0
0.100929,LSF_p5,LE_0,vertical,L05_E0
0.102668,LSF_p5,LE_0,vertical,L05_E0
0.100055,LSF_p5,LE_0,vertical,L05_E0
0.106997,LSF_p5,LE_0,vertical,L05_E0
0.095308,LSF_p5,LE_0,vertical,L05_E0
0.105079,LSF_p5,LE_0,vertical,L05_E0
0.100930,LSF_p5,LE_0,vertical,L05_E0
0.110347,LSF_p5,LE_0,vertical,L05_E0
0.103837,LSF_p5,LE_0,vertical,L05_E0
0.098486,LSF_p5,LE_0,vertical,L05_E0
0.104818,LSF_p5,LE_0,vertical,L05_E0
0.105380,LSF_p5,LE_0,vertical,L05_E0
0.110547,LSF_p5,LE_0,vertical,L05_E0
0.098592,LSF_p5,LE_0,vertical,L05_E0
0.106614,LSF_p5,LE_0,vertical,L05_E0
0.102752,LSF_p5,LE_0,vertical,L05_E0
0.098970,LSF_p5,LE_0,vertical,L05_E0
0.106733,LSF_p5,LE_0,vertical,L05_E0
0.102389,LSF_p5,LE_0,vertical,L05_E0
0.105556,LSF_p5,LE_0,vertical,L05_E0
0.107939,LSF_p5,LE_0,vertical,L05_E0
0.107905,LSF_p5,LE_0,vertical,L05_E0
0.106401,LSF_p5,LE_0,vertical,L05_E0
0.103443,LSF_p5,LE_0,vertical,L05_E0
0.107963,LSF_p5,LE_0,vertical,L05_E0
0.098533,LSF_p5,LE_0,vertical,L05_E0
0.101744,LSF_p5,LE_0,vertical,L05_E0
0.104203,LSF_p5,LE_0,vertical,L05_E0
0.105274,LSF_p5,LE_0,vertical,L05_E0
0.103336,LSF_p5,LE_0,vertical,L05_E0
0.109071,LSF_p5,LE_0,vertical,L05_E0
0.100848,LSF_p5,LE_0,vertical,L05_E0
0.102612,LSF_p5,LE_0,vertical,L05_E0
0.107323,LSF_p5,LE_0,vertical,L05_E0
0.103723,LSF_p5,LE_0,vertical,L05_E0
0.064974,LSF_p5,LE_p2,vertical,L05_Ep2
0.060093,LSF_p5,LE_p2,vertical,L05_Ep2
0.060145,LSF_p5,LE_p2,vertical,L05_Ep2
0.060235,LSF_p5,LE_p2,vertical,L05_Ep2
0.061947,LSF_p5,LE_p2,vertical,L05_Ep2
0.060517,LSF_p5,LE_p2,vertical,L05_Ep2
0.059127,LSF_p5,LE_p2,vertical,L05_Ep2
0.059517,LSF_p5,LE_p2,vertical,L05_Ep2
