ndTE,work,cost,abdominal_mass,spring_constant,length_scale,petiole_length
0.22333499999999998,0.000147,95.065039,1.0,10.0,1.0,0.0
0.194523,0.000143,103.107744,1.0,10.0,1.0,0.0
0.204705,0.000148,96.658312,1.0,10.0,1.0,0.0
0.21811599999999998,0.000144,94.529899,1.0,10.0,1.0,0.0
0.211193,0.000152,99.16280400000001,1.0,10.0,1.0,0.0
0.19877899999999998,0.000149,100.83917,1.0,10.0,1.0,0.0
0.204779,0.000145,97.899661,1.0,10.0,1.0,0.0
0.195077,0.000144,99.18239,1.0,10.0,1.0,0.0
0.087138,0.000165,296.912149,10.0,0.1,1.0,0.0
0.091103,0.000165,286.279416,10.0,0.1,1.0,0.0
0.091296,0.000165,306.747968,10.0,0.1,1.0,0.0
0.085082,0.00016299999999999998,292.62036800000004,10.0,0.1,1.0,0.0
0.092097,0.000167,281.922239,10.0,0.1,1.0,0.0
0.082178,0.000156,276.708232,10.0,0.1,1.0,0.0
0.085629,0.000164,270.63932900000003,10.0,0.1,1.0,0.0
0.0869,0.00016299999999999998,300.01149300000003,10.0,0.1,1.0,0.0
0.08682100000000001,0.000164,275.244948,10.0,0.1,1.0,0.0
0.08455399999999999,0.000161,304.040106,10.0,0.1,1.0,0.0
0.083256,0.00015900000000000002,279.416385,10.0,0.1,1.0,0.0
0.090236,0.000166,287.937952,10.0,0.1,1.0,0.0
0.091325,0.00015900000000000002,257.73382999999995,10.0,0.1,1.0,0.0
0.08985800000000001,0.000169,302.813628,10.0,0.1,1.0,0.0
0.090793,0.000171,316.354571,10.0,0.1,1.0,0.0
0.095372,0.00016999999999999999,278.81017099999997,10.0,0.1,1.0,0.0
0.07987899999999999,0.00016,275.141339,10.0,0.1,1.0,0.0
0.08166,0.00016,287.272638,10.0,0.1,1.0,0.0
0.088591,0.000167,275.493785,10.0,0.1,1.0,0.0
0.084582,0.000161,274.722151,10.0,0.1,1.0,0.0
0.090053,0.000169,289.227483,10.0,0.1,1.0,0.0
0.087656,0.000161,267.15000499999996,10.0,0.1,1.0,0.0
0.086984,0.000164,265.541881,10.0,0.1,1.0,0.0
0.085912,0.000161,283.910024,10.0,0.1,1.0,0.0
0.089418,0.000165,275.857321,10.0,0.1,1.0,0.0
0.084816,0.00015900000000000002,275.09126000000003,10.0,0.1,1.0,0.0
0.092347,0.000167,285.580361,10.0,0.1,1.0,0.0
0.091517,0.000173,270.061444,10.0,0.1,1.0,0.0
0.084799,0.000164,281.163018,10.0,0.1,1.0,0.0
0.091291,0.00016299999999999998,269.881923,10.0,0.1,1.0,0.0
0.093168,0.000171,313.896076,10.0,0.1,1.0,0.0
0.087671,0.000162,269.143078,10.0,0.1,1.0,0.0
0.0851,0.00016299999999999998,286.183273,10.0,0.1,1.0,0.0
0.087272,0.000166,263.403863,10.0,0.1,1.0,0.0
0.094764,0.000167,285.723977,10.0,0.1,1.0,0.0
0.08801,0.000154,255.346223,10.0,0.1,1.0,0.0
0.087013,0.000169,293.762474,10.0,0.1,1.0,0.0
0.087482,0.000165,281.373168,10.0,0.1,1.0,0.0
0.090917,0.000171,291.306394,10.0,0.1,1.0,0.0
0.085873,0.000165,283.22980099999995,10.0,0.1,1.0,0.0
0.07501100000000001,0.000146,283.252545,10.0,1.0,1.0,0.0
0.072614,0.000144,268.37012999999996,10.0,1.0,1.0,0.0
0.074366,0.000143,258.633685,10.0,1.0,1.0,0.0
0.08186399999999999,0.000144,255.46811,10.0,1.0,1.0,0.0
0.076351,0.00014,265.135914,10.0,1.0,1.0,0.0
0.07803600000000001,0.000146,284.05349,10.0,1.0,1.0,0.0
0.068824,0.000151,292.477868,10.0,1.0,1.0,0.0
0.0755,0.000146,270.895769,10.0,1.0,1.0,0.0
0.072696,0.000145,270.002743,10.0,1.0,1.0,0.0
0.06771100000000001,0.000148,288.711276,10.0,1.0,1.0,0.0
0.078692,0.000144,262.177935,10.0,1.0,1.0,0.0
0.076486,0.00014199999999999998,251.762409,10.0,1.0,1.0,0.0
0.07098099999999999,0.000149,278.190515,10.0,1.0,1.0,0.0
0.067692,0.000146,307.067872,10.0,1.0,1.0,0.0
0.067467,0.000149,297.16463999999996,10.0,1.0,1.0,0.0
0.0761,0.000139,269.329433,10.0,1.0,1.0,0.0
0.067819,0.00014199999999999998,309.74708599999997,10.0,1.0,1.0,0.0
0.07678099999999999,0.000146,287.82165299999997,10.0,1.0,1.0,0.0
0.083203,0.00014,244.37591899999998,10.0,1.0,1.0,0.0
0.077146,0.000146,243.89258900000002,10.0,1.0,1.0,0.0
0.082553,0.000145,254.609042,10.0,1.0,1.0,0.0
0.073162,0.000147,275.09346600000003,10.0,1.0,1.0,0.0
0.086506,0.000145,275.08387700000003,10.0,1.0,1.0,0.0
0.07189,0.00014,263.69746299999997,10.0,1.0,1.0,0.0
0.080772,0.00014199999999999998,257.077667,10.0,1.0,1.0,0.0
0.069147,0.00014099999999999998,301.954088,10.0,1.0,1.0,0.0
0.085191,0.000147,279.244668,10.0,1.0,1.0,0.0
0.07757,0.000143,278.641024,10.0,1.0,1.0,0.0
0.075383,0.000146,263.328203,10.0,1.0,1.0,0.0
0.072962,0.000146,300.433302,10.0,1.0,1.0,0.0
0.075628,0.000139,275.696977,10.0,1.0,1.0,0.0
0.069373,0.000146,293.73387599999995,10.0,1.0,1.0,0.0
0.08148999999999999,0.000144,271.67675499999996,10.0,1.0,1.0,0.0
0.080731,0.000143,275.621258,10.0,1.0,1.0,0.0
0.07656,0.000146,296.966429,10.0,1.0,1.0,0.0
0.0876,0.000145,252.100338,10.0,1.0,1.0,0.0
0.075664,0.000143,269.134177,10.0,1.0,1.0,0.0
0.08087799999999999,0.00015,273.519525,10.0,1.0,1.0,0.0
0.067129,0.00015,312.047792,10.0,1.0,1.0,0.0
0.080443,0.000139,263.928317,10.0,1.0,1.0,0.0
0.071414,0.00014099999999999998,285.354889,10.0,10.0,1.0,0.0
0.073062,0.000145,292.79592,10.0,10.0,1.0,0.0
0.066932,0.000147,312.27688,10.0,10.0,1.0,0.0
0.072881,0.000146,283.372243,10.0,10.0,1.0,0.0
0.069435,0.000147,291.400505,10.0,10.0,1.0,0.0
0.06351,0.000157,334.474476,10.0,10.0,1.0,0.0
0.06627000000000001,0.000154,329.66444,10.0,10.0,1.0,0.0
0.073787,0.000145,300.445136,10.0,10.0,1.0,0.0
0.067467,0.000155,303.463686,10.0,10.0,1.0,0.0
0.06579600000000001,0.000144,285.459554,10.0,10.0,1.0,0.0
0.066061,0.000156,302.082419,10.0,10.0,1.0,0.0
0.062809,0.000151,335.108081,10.0,10.0,1.0,0.0
0.063667,0.000147,321.920795,10.0,10.0,1.0,0.0
0.076374,0.000147,289.326439,10.0,10.0,1.0,0.0
0.067824,0.000147,278.150113,10.0,10.0,1.0,0.0
0.069146,0.00015,289.656848,10.0,10.0,1.0,0.0
0.069386,0.000145,273.143929,10.0,10.0,1.0,0.0
0.065901,0.000152,317.029132,10.0,10.0,1.0,0.0
0.075084,0.000145,306.291854,10.0,10.0,1.0,0.0
0.069882,0.00015,282.62989300000004,10.0,10.0,1.0,0.0
0.068735,0.000148,286.165787,10.0,10.0,1.0,0.0
0.06967000000000001,0.000149,319.79335299999997,10.0,10.0,1.0,0.0
0.06374400000000001,0.000147,300.355377,10.0,10.0,1.0,0.0
0.06945499999999999,0.000145,282.052038,10.0,10.0,1.0,0.0
0.068379,0.000147,336.772608,10.0,10.0,1.0,0.0
0.065374,0.000145,291.584944,10.0,10.0,1.0,0.0
0.065664,0.000152,310.423207,10.0,10.0,1.0,0.0
0.069023,0.00014,290.369535,10.0,10.0,1.0,0.0
0.06590499999999999,0.00015,308.24424799999997,10.0,10.0,1.0,0.0
0.067777,0.000149,290.678582,10.0,10.0,1.0,0.0
0.074296,0.000144,281.85879700000004,10.0,10.0,1.0,0.0
0.063485,0.000152,327.611534,10.0,10.0,1.0,0.0
0.062612,0.00015,323.63597400000003,10.0,10.0,1.0,0.0
0.069017,0.000151,300.285458,10.0,10.0,1.0,0.0
0.06704,0.000151,303.01292,10.0,10.0,1.0,0.0
0.071839,0.000149,297.36515099999997,10.0,10.0,1.0,0.0
0.066582,0.00015,293.854154,10.0,10.0,1.0,0.0
0.06805900000000001,0.000154,303.70808,10.0,10.0,1.0,0.0
0.062689,0.00014199999999999998,284.062881,10.0,10.0,1.0,0.0
0.06957200000000001,0.000143,277.36256299999997,10.0,10.0,1.0,0.0
0.289348,0.006783,20.366617,1.0,1.0,0.5,0.0
0.282012,0.007148999999999999,20.350063000000002,1.0,1.0,0.5,0.0
0.29184899999999997,0.007204,20.705512,1.0,1.0,0.5,0.0
0.294738,0.007186,20.650817,1.0,1.0,0.5,0.0
0.288586,0.006693000000000001,20.19075,1.0,1.0,0.5,0.0
0.298483,0.007338,19.983031,1.0,1.0,0.5,0.0
0.290124,0.007104999999999999,19.923873999999998,1.0,1.0,0.5,0.0
0.282339,0.006693999999999999,19.811538,1.0,1.0,0.5,0.0
0.270936,0.006995,21.17993,1.0,1.0,0.5,0.0
0.276723,0.0073019999999999995,20.224932,1.0,1.0,0.5,0.0
0.27628800000000003,0.00689,20.038297,1.0,1.0,0.5,0.0
0.291984,0.007081999999999999,20.139696,1.0,1.0,0.5,0.0
0.280466,0.0066370000000000005,20.215417000000002,1.0,1.0,0.5,0.0
0.283667,0.007229000000000001,20.471666,1.0,1.0,0.5,0.0
0.28635700000000003,0.006772,19.510865,1.0,1.0,0.5,0.0
0.286313,0.006868000000000001,20.330327,1.0,1.0,0.5,0.0
0.271902,0.0067870000000000005,20.786925,1.0,1.0,0.5,0.0
0.292022,0.007215000000000001,19.783689000000003,1.0,1.0,0.5,0.0
0.30288699999999996,0.0074,20.085935,1.0,1.0,0.5,0.0
0.29639699999999997,0.007033,20.896534,1.0,1.0,0.5,0.0
0.28794200000000003,0.00701,19.794369,1.0,1.0,0.5,0.0
0.283442,0.0071400000000000005,19.641829,1.0,1.0,0.5,0.0
0.28115999999999997,0.006669,20.070366,1.0,1.0,0.5,0.0
0.288037,0.007417,20.384569,1.0,1.0,0.5,0.0
0.298408,0.007343000000000001,19.966832,1.0,1.0,0.5,0.0
0.28834,0.007133,20.177638,1.0,1.0,0.5,0.0
0.28881100000000004,0.0066549999999999995,19.855635999999997,1.0,1.0,0.5,0.0
0.289229,0.006984000000000001,20.062675,1.0,1.0,0.5,0.0
0.290078,0.007167,20.781998,1.0,1.0,0.5,0.0
0.297084,0.007453,20.449148,1.0,1.0,0.5,0.0
0.306217,0.007436,20.095858,1.0,1.0,0.5,0.0
0.279586,0.006848999999999999,20.777185,1.0,1.0,0.5,0.0
0.283012,0.006758,20.166355,1.0,1.0,0.5,0.0
0.280742,0.007098,20.597371,1.0,1.0,0.5,0.0
0.287398,0.00672,19.642794,1.0,1.0,0.5,0.0
0.286109,0.006981,20.331532,1.0,1.0,0.5,0.0
0.28672600000000004,0.007234,20.004464000000002,1.0,1.0,0.5,0.0
0.298854,0.007195,20.499760000000002,1.0,1.0,0.5,0.0
0.267887,0.006908,20.354720999999998,1.0,1.0,0.5,0.0
0.278026,0.007193000000000001,20.668367,1.0,1.0,0.5,0.0
0.18459,0.004332,20.500422,1.0,1.0,0.5,0.2
0.215981,0.004828,18.703098,1.0,1.0,0.5,0.2
0.191614,0.004521,18.850323,1.0,1.0,0.5,0.2
0.194859,0.004279,18.452642,1.0,1.0,0.5,0.2
0.197652,0.004548,18.970564000000003,1.0,1.0,0.5,0.2
0.20569400000000002,0.004581,19.050102,1.0,1.0,0.5,0.2
0.21864,0.004772,19.499005,1.0,1.0,0.5,0.2
0.191883,0.004365,18.924347,1.0,1.0,0.5,0.2
0.207202,0.004566,19.070702,1.0,1.0,0.5,0.2
0.207984,0.004494,18.509520000000002,1.0,1.0,0.5,0.2
0.18798800000000002,0.004243,19.064585,1.0,1.0,0.5,0.2
0.196141,0.004287,19.201207,1.0,1.0,0.5,0.2
0.20971700000000001,0.004613,19.250109,1.0,1.0,0.5,0.2
0.198829,0.004517,19.343339999999998,1.0,1.0,0.5,0.2
0.20994200000000002,0.004704,18.801367000000003,1.0,1.0,0.5,0.2
