0.122015,LSF_1,vertical,m001k001
0.118489,LSF_1,vertical,m001k001
0.127112,LSF_1,vertical,m001k001
0.118890,LSF_1,vertical,m001k001
0.115918,LSF_1,vertical,m001k001
0.118827,LSF_1,vertical,m001k001
0.115402,LSF_1,vertical,m001k001
0.123402,LSF_1,vertical,m001k001
0.126108,LSF_1,vertical,m001k001
0.120785,LSF_1,vertical,m001k001
0.123931,LSF_1,vertical,m001k001
0.118634,LSF_1,vertical,m001k001
0.117492,LSF_1,vertical,m001k001
0.129146,LSF_1,vertical,m001k001
0.119479,LSF_1,vertical,m001k001
0.124110,LSF_1,vertical,m001k001
0.116963,LSF_1,vertical,m001k001
0.117839,LSF_1,vertical,m001k001
0.129411,LSF_1,vertical,m001k001
0.118240,LSF_1,vertical,m001k001
0.112998,LSF_1,vertical,m001k001
0.112469,LSF_1,vertical,m001k001
0.116775,LSF_1,vertical,m001k001
0.119149,LSF_1,vertical,m001k001
0.119177,LSF_1,vertical,m001k001
0.121479,LSF_1,vertical,m001k001
0.118346,LSF_1,vertical,m001k001
0.129141,LSF_1,vertical,m001k001
0.130765,LSF_1,vertical,m001k001
0.117036,LSF_1,vertical,m001k001
0.124211,LSF_1,vertical,m001k001
0.121318,LSF_1,vertical,m001k001
0.120547,LSF_1,vertical,m001k001
0.124231,LSF_1,vertical,m001k001
0.115397,LSF_1,vertical,m001k001
0.116028,LSF_1,vertical,m001k001
0.122281,LSF_1,vertical,m001k001
0.118732,LSF_1,vertical,m001k001
0.133239,LSF_1,vertical,m001k001
0.118561,LSF_1,vertical,m001k001
0.112460,LSF_1,vertical,m001k010
0.118476,LSF_1,vertical,m001k010
0.109126,LSF_1,vertical,m001k010
0.126125,LSF_1,vertical,m001k010
0.126059,LSF_1,vertical,m001k010
0.123435,LSF_1,vertical,m001k010
0.119500,LSF_1,vertical,m001k010
0.118717,LSF_1,vertical,m001k010
0.120116,LSF_1,vertical,m001k010
0.122633,LSF_1,vertical,m001k010
0.122367,LSF_1,vertical,m001k010
0.128963,LSF_1,vertical,m001k010
0.113918,LSF_1,vertical,m001k010
0.115780,LSF_1,vertical,m001k010
0.121255,LSF_1,vertical,m001k010
0.118256,LSF_1,vertical,m001k010
0.115917,LSF_1,vertical,m001k010
0.111832,LSF_1,vertical,m001k010
0.118313,LSF_1,vertical,m001k010
0.118256,LSF_1,vertical,m001k010
0.120562,LSF_1,vertical,m001k010
0.112205,LSF_1,vertical,m001k010
0.121819,LSF_1,vertical,m001k010
0.113325,LSF_1,vertical,m001k010
0.112121,LSF_1,vertical,m001k010
0.121736,LSF_1,vertical,m001k010
0.112883,LSF_1,vertical,m001k010
0.122088,LSF_1,vertical,m001k010
0.114670,LSF_1,vertical,m001k010
0.120462,LSF_1,vertical,m001k010
0.109533,LSF_1,vertical,m001k010
0.116340,LSF_1,vertical,m001k010
0.118936,LSF_1,vertical,m001k010
0.115663,LSF_1,vertical,m001k010
0.122621,LSF_1,vertical,m001k010
0.118987,LSF_1,vertical,m001k010
0.104191,LSF_1,vertical,m001k010
0.119023,LSF_1,vertical,m001k010
0.122508,LSF_1,vertical,m001k010
0.120122,LSF_1,vertical,m001k010
0.123479,LSF_1,vertical,m001k100
0.119981,LSF_1,vertical,m001k100
0.118996,LSF_1,vertical,m001k100
0.115673,LSF_1,vertical,m001k100
0.106306,LSF_1,vertical,m001k100
0.115192,LSF_1,vertical,m001k100
0.117812,LSF_1,vertical,m001k100
0.121201,LSF_1,vertical,m001k100
0.122934,LSF_1,vertical,m001k100
0.115734,LSF_1,vertical,m001k100
0.117148,LSF_1,vertical,m001k100
0.125014,LSF_1,vertical,m001k100
0.120061,LSF_1,vertical,m001k100
0.116768,LSF_1,vertical,m001k100
0.117861,LSF_1,vertical,m001k100
0.125176,LSF_1,vertical,m001k100
0.118419,LSF_1,vertical,m001k100
0.115523,LSF_1,vertical,m001k100
0.114223,LSF_1,vertical,m001k100
0.119279,LSF_1,vertical,m001k100
0.121562,LSF_1,vertical,m001k100
0.114320,LSF_1,vertical,m001k100
0.117449,LSF_1,vertical,m001k100
0.110646,LSF_1,vertical,m001k100
0.112890,LSF_1,vertical,m001k100
0.123594,LSF_1,vertical,m001k100
0.113507,LSF_1,vertical,m001k100
0.117074,LSF_1,vertical,m001k100
0.127827,LSF_1,vertical,m001k100
